profile,value,Actot,aPAR,Rd
Top-heavy,430.769230769231,20.7645041658696,1115.68459732119,2.00336548111411
Top-heavy,446.153846153846,21.251575639214,1115.68459732119,2.00336548111411
Top-heavy,461.538461538462,21.7195735301841,1115.68459732119,2.00336548111411
Top-heavy,476.923076923077,22.1694963326022,1115.68459732119,2.00336548111411
Top-heavy,492.307692307692,22.6022730314975,1115.68459732119,2.00336548111411
Top-heavy,507.692307692308,23.0187689597197,1115.68459732119,2.00336548111411
Top-heavy,523.076923076923,23.4197913364695,1115.68459732119,2.00336548111411
Top-heavy,538.461538461538,23.8060942714495,1115.68459732119,2.00336548111411
Top-heavy,553.846153846154,24.1783828350855,1115.68459732119,2.00336548111411
Top-heavy,569.230769230769,24.5373170324412,1115.68459732119,2.00336548111411
Top-heavy,584.615384615385,24.8835160085123,1115.68459732119,2.00336548111411
Top-heavy,600,25.2175604270075,1115.68459732119,2.00336548111411
Top-heavy,615.384615384615,25.5399957416464,1115.68459732119,2.00336548111411
Top-heavy,630.769230769231,25.8513354027229,1115.68459732119,2.00336548111411
Top-heavy,646.153846153846,26.1520625246307,1115.68459732119,2.00336548111411
Top-heavy,661.538461538462,26.4426323671301,1115.68459732119,2.00336548111411
Top-heavy,676.923076923077,26.723474850576,1115.68459732119,2.00336548111411
Top-heavy,692.307692307692,26.9949957061111,1115.68459732119,2.00336548111411
Top-heavy,707.692307692308,27.2575786816214,1115.68459732119,2.00336548111411
Top-heavy,723.076923076923,27.511586853261,1115.68459732119,2.00336548111411
Top-heavy,738.461538461538,27.7573644317105,1115.68459732119,2.00336548111411
Top-heavy,753.846153846154,27.9952372213339,1115.68459732119,2.00336548111411
Top-heavy,769.230769230769,28.2255154268077,1115.68459732119,2.00336548111411
Top-heavy,784.615384615385,28.4484928435301,1115.68459732119,2.00336548111411
Top-heavy,800,28.6644494788035,1115.68459732119,2.00336548111411
Bottom-heavy,200,10.1698506904944,1115.68459732119,2.00336548111411
Bottom-heavy,215.384615384615,11.1403976240746,1115.68459732119,2.00336548111411
Bottom-heavy,230.769230769231,12.0612910478725,1115.68459732119,2.00336548111411
Bottom-heavy,246.153846153846,12.9359357487492,1115.68459732119,2.00336548111411
Bottom-heavy,261.538461538462,13.7674408959849,1115.68459732119,2.00336548111411
Bottom-heavy,276.923076923077,14.5589156334649,1115.68459732119,2.00336548111411
Bottom-heavy,292.307692307692,15.3130509029247,1115.68459732119,2.00336548111411
Bottom-heavy,307.692307692308,16.0323046461226,1115.68459732119,2.00336548111411
Bottom-heavy,323.076923076923,16.7189229498738,1115.68459732119,2.00336548111411
Bottom-heavy,338.461538461538,17.3749609145977,1115.68459732119,2.00336548111411
Bottom-heavy,353.846153846154,18.0023020125809,1115.68459732119,2.00336548111411
Bottom-heavy,369.230769230769,18.6026755523982,1115.68459732119,2.00336548111411
Bottom-heavy,384.615384615385,19.1776720016259,1115.68459732119,2.00336548111411
Bottom-heavy,400,19.7287572194759,1115.68459732119,2.00336548111411
Bottom-heavy,415.384615384615,20.2572842923828,1115.68459732119,2.00336548111411
Bottom-heavy,430.769230769231,20.7645041658696,1115.68459732119,2.00336548111411
Bottom-heavy,446.153846153846,21.251575639214,1115.68459732119,2.00336548111411
