profile,value,Actot,aPAR,Rd
Top-heavy,16.7948717948718,20.5998549917604,1115.68460102668,2.00336548111411
Top-heavy,18.0769230769231,20.3987727083033,1115.68459963696,2.00336548111411
Top-heavy,19.3589743589744,20.1859450771843,1115.68459812551,2.00336548111411
Top-heavy,20.6410256410256,19.9602778509155,1115.68459648285,2.00336548111411
Top-heavy,21.9230769230769,19.7206582227416,1115.68459469885,2.00336548111411
Top-heavy,23.2051282051282,19.4659473103007,1115.68459276273,2.00336548111411
Top-heavy,24.4871794871795,19.1932798321774,1115.68459066295,2.0033654811141
Top-heavy,25.7692307692308,18.890871450912,1115.68458838725,2.00336548111407
Top-heavy,27.0512820512821,18.5585695132551,1115.68458592255,2.00336548111397
Top-heavy,28.3333333333333,18.2093318410819,1115.68458325494,2.00336548111355
Top-heavy,29.6153846153846,17.850231133892,1115.68458036962,2.00336548111187
Top-heavy,30.8974358974359,17.4784331859103,1115.68457725086,2.00336548110516
Top-heavy,32.1794871794872,17.1083625235777,1115.68457388195,2.00336548107804
Top-heavy,33.4615384615385,16.6527899081588,1115.68457024514,2.00336548091396
Top-heavy,34.7435897435897,16.3088355542819,1115.68456632159,2.00336548019855
Top-heavy,36.025641025641,16.0317258639269,1115.68456209134,2.00336547677376
Top-heavy,37.3076923076923,8.59894250408098,1115.68455753321,1.9677150955783
Top-heavy,38.5897435897436,8.59737364981803,1115.68455262477,1.96527346069798
Top-heavy,39.8717948717949,8.5957918920301,1115.68454734228,1.9626530754776
Top-heavy,41.1538461538462,8.59427255043472,1115.68454166062,1.95992289915487
Top-heavy,42.4358974358974,8.59346884177276,1115.68453555319,1.95709745609382
Top-heavy,43.7179487179487,8.59387157723085,1115.6845289919,1.9538876308912
Top-heavy,45,8.58990487169789,1115.68452194708,1.95134458042466
Bottom-heavy,-5,22.1368144749714,1115.68461273712,2.00336548111411
Bottom-heavy,-3.71794871794872,22.1347477589123,1115.6846124411,2.00336548111411
Bottom-heavy,-2.43589743589744,22.1326386494558,1115.68461211471,2.00336548111411
Bottom-heavy,-1.15384615384615,22.1285228324362,1115.68461175517,2.00336548111411
Bottom-heavy,0.128205128205129,22.1128914666128,1115.68461135945,2.00336548111411
Bottom-heavy,1.41025641025641,22.0823987297906,1115.68461092428,2.00336548111411
Bottom-heavy,2.69230769230769,22.03792239615,1115.68461044615,2.00336548111411
Bottom-heavy,3.97435897435897,21.979773810357,1115.68460992126,2.00336548111411
Bottom-heavy,5.25641025641026,21.9078231622495,1115.6846093455,2.00336548111411
Bottom-heavy,6.53846153846154,21.8222583917594,1115.68460871448,2.00336548111411
Bottom-heavy,7.82051282051282,21.7233326501686,1115.68460802345,2.00336548111411
Bottom-heavy,9.1025641025641,21.6052666518679,1115.68460726731,2.00336548111411
Bottom-heavy,10.3846153846154,21.4539019421906,1115.68460644058,2.00336548111411
Bottom-heavy,11.6666666666667,21.3016861377508,1115.68460553738,2.00336548111411
Bottom-heavy,12.9487179487179,21.1407517162318,1115.6846045514,2.00336548111411
Bottom-heavy,14.2307692307692,20.9702704763257,1115.68460347587,2.00336548111411
Bottom-heavy,15.5128205128205,20.7901383274778,1115.68460230355,2.00336548111411
Bottom-heavy,16.7948717948718,20.5998549917604,1115.68460102668,2.00336548111411
Bottom-heavy,18.0769230769231,20.3987727083033,1115.68459963696,2.00336548111411
Bottom-heavy,19.3589743589744,20.1859450771843,1115.68459812551,2.00336548111411
Bottom-heavy,20.6410256410256,19.9602778509155,1115.68459648285,2.00336548111411
Bottom-heavy,21.9230769230769,19.7206582227416,1115.68459469885,2.00336548111411
Bottom-heavy,23.2051282051282,19.4659473103007,1115.68459276273,2.00336548111411
Bottom-heavy,24.4871794871795,19.1932798321774,1115.68459066295,2.0033654811141
Bottom-heavy,25.7692307692308,18.890871450912,1115.68458838725,2.00336548111407
Bottom-heavy,27.0512820512821,18.5585695132551,1115.68458592255,2.00336548111397
Bottom-heavy,28.3333333333333,18.2093318410819,1115.68458325494,2.00336548111355
